Name,Sex,Age,Team,NOC,Year,Season,City,Sport,Event,Medal
Elinor Barker,F,26,Great Britain,GBR,2020,Summer,Tokyo,Cycling Track,Women's Madison,
Andrej Barna,M,23,Serbia,SRB,2020,Summer,Tokyo,Swimming,Men's 50m Freestyle,
Andrej Barna,M,23,Serbia,SRB,2020,Summer,Tokyo,Swimming,Men's 100m Freestyle,
Andrej Barna,M,23,Serbia,SRB,2020,Summer,Tokyo,Swimming,Men's 4 x 100m Freestyle Relay,
David Barnes,M,35,Australia,AUS,2020,Summer,Tokyo,Archery,Men's Individual,
David Barnes,M,35,Australia,AUS,2020,Summer,Tokyo,Archery,Men's Team,
Zafer Emre Barnes,M,32,Turkey,TUR,2020,Summer,Tokyo,Athletics,Men's 100m,
Zafer Emre Barnes,M,32,Turkey,TUR,2020,Summer,Tokyo,Athletics,Men's 4 x 100m Relay,
Nikole Barnes,F,27,United States of America,USA,2020,Summer,Tokyo,Sailing,Women's Two Person Dinghy - 470,
Tomasz Barniak,M,26,Poland,POL,2020,Summer,Tokyo,Canoe Sprint,Men's Canoe Double 1000m,
Dominic Barona,F,30,Ecuador,ECU,2020,Summer,Tokyo,Surfing,Women,
Santiago Baronetto,M,28,Argentina,ARG,2020,Summer,Tokyo,Handball,Men,
Thomas Barr,M,29,Ireland,IRL,2020,Summer,Tokyo,Athletics,Men's 400m Hurdles,
Tom Barras,M,27,Great Britain,GBR,2020,Summer,Tokyo,Rowing,Men's Quadruple Sculls,Silver
Jordyn Barratt,F,22,United States of America,USA,2020,Summer,Tokyo,Skateboarding,Women's Park,
Manuel Barreda,M,32,Mexico,MEX,2020,Summer,Tokyo,Baseball/Softball,Baseball,
Danny Barrett,M,31,United States of America,USA,2020,Summer,Tokyo,Rugby Sevens,Men,
Stephanie Barrett,F,42,Canada,CAN,2020,Summer,Tokyo,Archery,Women's Individual,
Stephanie Barrett,F,42,Canada,CAN,2020,Summer,Tokyo,Archery,Mixed Team,
Hugo Barrette,M,30,Canada,CAN,2020,Summer,Tokyo,Cycling Track,Men's Sprint,
Hugo Barrette,M,30,Canada,CAN,2020,Summer,Tokyo,Cycling Track,Men's Keirin,
Francisco Junior Barretto,M,31,Brazil,BRA,2020,Summer,Tokyo,Artistic Gymnastics,Men's All-Around,
Francisco Junior Barretto,M,31,Brazil,BRA,2020,Summer,Tokyo,Artistic Gymnastics,Men's Floor Exercise,
Francisco Junior Barretto,M,31,Brazil,BRA,2020,Summer,Tokyo,Artistic Gymnastics,Men's Pommel Horse,
Francisco Junior Barretto,M,31,Brazil,BRA,2020,Summer,Tokyo,Artistic Gymnastics,Men's Rings,
Francisco Junior Barretto,M,31,Brazil,BRA,2020,Summer,Tokyo,Artistic Gymnastics,Men's Vault,
Francisco Junior Barretto,M,31,Brazil,BRA,2020,Summer,Tokyo,Artistic Gymnastics,Men's Parallel Bars,
Francisco Junior Barretto,M,31,Brazil,BRA,2020,Summer,Tokyo,Artistic Gymnastics,Men's Horizontal Bar,
Francisco Junior Barretto,M,31,Brazil,BRA,2020,Summer,Tokyo,Artistic Gymnastics,Men's Team,
Vanessa Margaret Barrie,F,25,Sierra Leone,SLE,2020,Summer,Tokyo,Athletics,Women's 100m,
Noel Maria Barrionuevo,F,37,Argentina,ARG,2020,Summer,Tokyo,Hockey,Women,Silver
Anriquelis Barrios,F,27,Venezuela,VEN,2020,Summer,Tokyo,Judo,Women -63 kg,
Laura Navarro Barrios,F,20,Spain,ESP,2020,Summer,Tokyo,Hockey,Women,
Tomas Barrios,M,23,Chile,CHI,2020,Summer,Tokyo,Tennis,Men's Singles,
Uriel Bernardo Barrondo,M,28,Guatemala,GUA,2020,Summer,Tokyo,Athletics,Men's 50km Race Walk,
Bernabe Erick Barrondo,M,30,Guatemala,GUA,2020,Summer,Tokyo,Athletics,Men's 50km Race Walk,
Alejandro Jose Barrondo,M,24,Guatemala,GUA,2020,Summer,Tokyo,Athletics,Men's 20km Race Walk,
Pedro Barros,M,26,Brazil,BRA,2020,Summer,Tokyo,Skateboarding,Men's Park,Silver
Artur Barseghyan,M,19,Armenia,ARM,2020,Summer,Tokyo,Swimming,Men's 50m Freestyle,
Artur Barseghyan,M,19,Armenia,ARM,2020,Summer,Tokyo,Swimming,Men's 100m Freestyle,
Essa Mutaz Barshim,M,30,Qatar,QAT,2020,Summer,Tokyo,Athletics,Men's High Jump,Gold
Adrien Bart,M,29,France,FRA,2020,Summer,Tokyo,Canoe Sprint,Men's Canoe Single 1000m,
Danka Bartekova,F,36,Slovakia,SVK,2020,Summer,Tokyo,Shooting,Skeet Women,
Amos Bartelsmeyer,M,27,Germany,GER,2020,Summer,Tokyo,Athletics,Men's 1500m,
Bianka Bartha-Keri,F,27,Hungary,HUN,2020,Summer,Tokyo,Athletics,Women's 800m,
Danilo Barthel,M,29,Germany,GER,2020,Summer,Tokyo,Basketball,Men,
Mona Barthel,F,31,Germany,GER,2020,Summer,Tokyo,Tennis,Women's Singles,
Timo Barthel,M,25,Germany,GER,2020,Summer,Tokyo,Diving,Men's 10m Platform,
Valerie Barthelemy,F,30,Belgium,BEL,2020,Summer,Tokyo,Triathlon,Women's Individual,
Valerie Barthelemy,F,30,Belgium,BEL,2020,Summer,Tokyo,Triathlon,Mixed Relay,
Karayme Bartley,M,25,Jamaica,JAM,2020,Summer,Tokyo,Athletics,Men's 4 x 400m Relay,
Karayme Bartley,M,25,Jamaica,JAM,2020,Summer,Tokyo,Athletics,4 x 400m Relay Mixed,
Tomasz Bartnik,M,31,Poland,POL,2020,Summer,Tokyo,Shooting,10m Air Rifle Men,
Tomasz Bartnik,M,31,Poland,POL,2020,Summer,Tokyo,Shooting,50m Rifle 3 Positions Men,
Tomasz Bartnik,M,31,Poland,POL,2020,Summer,Tokyo,Shooting,10m Air Rifle Mixed Team,
Michelle Bartsch-Hackley,F,31,United States of America,USA,2020,Summer,Tokyo,Volleyball,Women,Gold
Ashleigh Barty,F,25,Australia,AUS,2020,Summer,Tokyo,Tennis,Women's Singles,
Ashleigh Barty,F,25,Australia,AUS,2020,Summer,Tokyo,Tennis,Women's Doubles,
Ashleigh Barty,F,25,Australia,AUS,2020,Summer,Tokyo,Tennis,Mixed Doubles,Bronze
Morea Baru,M,31,Papua New Guinea,PNG,2020,Summer,Tokyo,Weightlifting,Men's 61kg,
Malin Baryard-Johnsson,F,46,Sweden,SWE,2020,Summer,Tokyo,Equestrian,Jumping Team,Gold
Malin Baryard-Johnsson,F,46,Sweden,SWE,2020,Summer,Tokyo,Equestrian,Jumping Individual,
Aviv Barzelay,F,19,Israel,ISR,2020,Summer,Tokyo,Swimming,Women's 200m Backstroke,
Tamerlan Bashaev,M,25,ROC,ROC,2020,Summer,Tokyo,Judo,Men +100 kg,Bronze
Tamerlan Bashaev,M,25,ROC,ROC,2020,Summer,Tokyo,Judo,Mixed Team,
Mustafa Ghulam Bashir,M,34,Pakistan,PAK,2020,Summer,Tokyo,Shooting,25m Rapid Fire Pistol Men,
Anna Bashta,F,25,Azerbaijan,AZE,2020,Summer,Tokyo,Fencing,Women's Sabre Individual,
Hana Basic,F,25,Australia,AUS,2020,Summer,Tokyo,Athletics,Women's 100m,
Nikoloz Basilashvili,M,29,Georgia,GEO,2020,Summer,Tokyo,Tennis,Men's Singles,
Fabio Basile,M,26,Italy,ITA,2020,Summer,Tokyo,Judo,Men -73 kg,
Fabio Basile,M,26,Italy,ITA,2020,Summer,Tokyo,Judo,Mixed Team,
Liubov Basova,F,33,Ukraine,UKR,2020,Summer,Tokyo,Cycling Track,Women's Team Sprint,
Liubov Basova,F,33,Ukraine,UKR,2020,Summer,Tokyo,Cycling Track,Women's Sprint,
Liubov Basova,F,33,Ukraine,UKR,2020,Summer,Tokyo,Cycling Track,Women's Keirin,
Gina Bass,F,26,Gambia,GAM,2020,Summer,Tokyo,Athletics,Women's 100m,
Gina Bass,F,26,Gambia,GAM,2020,Summer,Tokyo,Athletics,Women's 200m,
Guilherme Basseto,M,24,Brazil,BRA,2020,Summer,Tokyo,Swimming,Men's 100m Backstroke,
Guilherme Basseto,M,24,Brazil,BRA,2020,Summer,Tokyo,Swimming,Mixed 4 x 100m Medley Relay,
Ray Bassil,F,32,Lebanon,LBN,2020,Summer,Tokyo,Shooting,Trap Women,
Maria Jose Basterra,M,24,Spain,ESP,2020,Summer,Tokyo,Hockey,Men,
Izaak Bastian,M,20,Bahamas,BAH,2020,Summer,Tokyo,Swimming,Men's 100m Breaststroke,
Izaak Bastian,M,20,Bahamas,BAH,2020,Summer,Tokyo,Swimming,Men's 200m Breaststroke,
Marta Bastianelli,F,34,Italy,ITA,2020,Summer,Tokyo,Cycling Road,Women's Road Race,
Steven Bastien,M,27,United States of America,USA,2020,Summer,Tokyo,Athletics,Men's Decathlon,
Bolortuya Ochir Bat,F,24,Mongolia,MGL,2020,Summer,Tokyo,Wrestling,Women's Freestyle 53kg,Bronze
Uliana Batashova,F,26,ROC,ROC,2020,Summer,Tokyo,Modern Pentathlon,Women's Individual,
Enkhkhuslen Batbayar,F,19,Mongolia,MGL,2020,Summer,Tokyo,Swimming,Women's 50m Freestyle,
Amanda Bateman,F,25,Australia,AUS,2020,Summer,Tokyo,Rowing,Women's Double Sculls,
Martina Batini,F,32,Italy,ITA,2020,Summer,Tokyo,Fencing,Women's Foil Individual,
Martina Batini,F,32,Italy,ITA,2020,Summer,Tokyo,Fencing,Women's Foil Team,Bronze
Yusup Batirmurzaev,M,25,Kazakhstan,KAZ,2020,Summer,Tokyo,Wrestling,Men's Freestyle 125kg,
Ketiley Batista,F,22,Brazil,BRA,2020,Summer,Tokyo,Athletics,Women's 100m Hurdles,
Raichel Bativakalolo,F,23,Japan,JPN,2020,Summer,Tokyo,Rugby Sevens,Women,
Noemi Batki,F,33,Italy,ITA,2020,Summer,Tokyo,Diving,Women's 10m Platform,
Bolorerdene Batmunkh,F,18,Mongolia,MGL,2020,Summer,Tokyo,Table Tennis,Women's Singles,
Ser-Od Bat-Ochir,M,39,Mongolia,MGL,2020,Summer,Tokyo,Athletics,Men's Marathon,
Manika Batra,F,26,India,IND,2020,Summer,Tokyo,Table Tennis,Women's Singles,
Manika Batra,F,26,India,IND,2020,Summer,Tokyo,Table Tennis,Mixed Doubles,
Vitalina Batsarashkina,F,24,ROC,ROC,2020,Summer,Tokyo,Shooting,10m Air Pistol Women,Gold
Vitalina Batsarashkina,F,24,ROC,ROC,2020,Summer,Tokyo,Shooting,25m Pistol Women,Gold
Vitalina Batsarashkina,F,24,ROC,ROC,2020,Summer,Tokyo,Shooting,10m Air Pistol Mixed Team,Silver
Katinka Sugar Battai,F,18,Hungary,HUN,2020,Summer,Tokyo,Fencing,Women's Sabre Team,
Isobel Batt-Doyle,F,25,Australia,AUS,2020,Summer,Tokyo,Athletics,Women's 5000m,
Haley Batten,F,22,United States of America,USA,2020,Summer,Tokyo,Cycling Mountain Bike,Women's Cross-country,
Michela Battiston,F,23,Italy,ITA,2020,Summer,Tokyo,Fencing,Women's Sabre Team,
Anavia Battle,F,22,United States of America,USA,2020,Summer,Tokyo,Athletics,Women's 200m,
Nadia Battocletti,F,21,Italy,ITA,2020,Summer,Tokyo,Athletics,Women's 5000m,
Nicolas Batum,M,32,France,FRA,2020,Summer,Tokyo,Basketball,Men,Silver
Bobo-Usmon Baturov,M,26,Uzbekistan,UZB,2020,Summer,Tokyo,Boxing,Men's Welter (63-69kg),
Albert Batyrgaziev,M,23,ROC,ROC,2020,Summer,Tokyo,Boxing,Men's Feather (52-57kg),Gold
Zilia Batyrshina,F,22,ROC,ROC,2020,Summer,Tokyo,Shooting,Skeet Women,
Martin Bau,M,26,Slovenia,SLO,2020,Summer,Tokyo,Swimming,Men's 400m Freestyle,
Martin Bau,M,26,Slovenia,SLO,2020,Summer,Tokyo,Swimming,Men's 800m Freestyle,
Christian Baumann,M,26,Switzerland,SUI,2020,Summer,Tokyo,Artistic Gymnastics,Men's All-Around,
Christian Baumann,M,26,Switzerland,SUI,2020,Summer,Tokyo,Artistic Gymnastics,Men's Floor Exercise,
Christian Baumann,M,26,Switzerland,SUI,2020,Summer,Tokyo,Artistic Gymnastics,Men's Pommel Horse,
Christian Baumann,M,26,Switzerland,SUI,2020,Summer,Tokyo,Artistic Gymnastics,Men's Rings,
Christian Baumann,M,26,Switzerland,SUI,2020,Summer,Tokyo,Artistic Gymnastics,Men's Vault,
Christian Baumann,M,26,Switzerland,SUI,2020,Summer,Tokyo,Artistic Gymnastics,Men's Parallel Bars,
Christian Baumann,M,26,Switzerland,SUI,2020,Summer,Tokyo,Artistic Gymnastics,Men's Horizontal Bar,
Christian Baumann,M,26,Switzerland,SUI,2020,Summer,Tokyo,Artistic Gymnastics,Men's Team,
Iga Baumgart-Witan,F,32,Poland,POL,2020,Summer,Tokyo,Athletics,Women's 4 x 400m Relay,Silver
Iga Baumgart-Witan,F,32,Poland,POL,2020,Summer,Tokyo,Athletics,4 x 400m Relay Mixed,Gold
Jose Bautista,M,40,Dominican Republic,DOM,2020,Summer,Tokyo,Baseball/Softball,Baseball,Bronze
Munkhzaya Bayartsogt,F,27,Mongolia,MGL,2020,Summer,Tokyo,Athletics,Women's Marathon,
Solongo Bayasgalan,F,31,Mongolia,MGL,2020,Summer,Tokyo,3x3 Basketball,Women,
Aron Baynes,M,34,Australia,AUS,2020,Summer,Tokyo,Basketball,Men,Bronze
Turan Bayramov,M,20,Azerbaijan,AZE,2020,Summer,Tokyo,Wrestling,Men's Freestyle 74kg,
Shane Baz,M,22,United States of America,USA,2020,Summer,Tokyo,Baseball/Softball,Baseball,Silver
Sandro Bazadze,M,28,Georgia,GEO,2020,Summer,Tokyo,Fencing,Men's Sabre Individual,
Lautaro Velez Bazan,M,25,Argentina,ARG,2020,Summer,Tokyo,Rugby Sevens,Men,Bronze
Galsan Bazarzhapov,M,26,ROC,ROC,2020,Summer,Tokyo,Archery,Men's Individual,
Galsan Bazarzhapov,M,26,ROC,ROC,2020,Summer,Tokyo,Archery,Mixed Team,
Belen Maria German Bazo,F,23,Peru,PER,2020,Summer,Tokyo,Sailing,Women's Windsurfer - RS:X,
Dorcas Lorene Bazolo,F,38,Portugal,POR,2020,Summer,Tokyo,Athletics,Women's 100m,
Dorcas Lorene Bazolo,F,38,Portugal,POR,2020,Summer,Tokyo,Athletics,Women's 200m,
James Daniel Beale,M,28,Australia,AUS,2020,Summer,Tokyo,Hockey,Men,Silver
Beatriz,F,27,Brazil,BRA,2020,Summer,Tokyo,Football,Women,
Catherine Beauchemin-Pinard,F,27,Canada,CAN,2020,Summer,Tokyo,Judo,Women -63 kg,Bronze
Cassandre Beaugrand,F,24,France,FRA,2020,Summer,Tokyo,Triathlon,Women's Individual,
Cassandre Beaugrand,F,24,France,FRA,2020,Summer,Tokyo,Triathlon,Mixed Relay,Bronze
Jack Beaumont,M,27,Great Britain,GBR,2020,Summer,Tokyo,Rowing,Men's Quadruple Sculls,Silver
Maxime Beaumont,M,39,France,FRA,2020,Summer,Tokyo,Canoe Sprint,Men's Kayak Single 200m,
Karl Bebendorf,M,25,Germany,GER,2020,Summer,Tokyo,Athletics,Men's 3000m Steeplechase,
Luca Beccaro,M,24,Italy,ITA,2020,Summer,Tokyo,Canoe Sprint,Men's Kayak Double 1000m,
Laura Bechdeju,F,21,Spain,ESP,2020,Summer,Tokyo,Artistic Gymnastics,Women's All-Around,
Laura Bechdeju,F,21,Spain,ESP,2020,Summer,Tokyo,Artistic Gymnastics,Women's Vault,
Laura Bechdeju,F,21,Spain,ESP,2020,Summer,Tokyo,Artistic Gymnastics,Women's Uneven Bars,
Laura Bechdeju,F,21,Spain,ESP,2020,Summer,Tokyo,Artistic Gymnastics,Women's Balance Beam,
Laura Bechdeju,F,21,Spain,ESP,2020,Summer,Tokyo,Artistic Gymnastics,Women's Floor Exercise,
Laura Bechdeju,F,21,Spain,ESP,2020,Summer,Tokyo,Artistic Gymnastics,Women's Team,
Alex Beck,M,29,Australia,AUS,2020,Summer,Tokyo,Athletics,Men's 400m,
Leonie Beck,F,24,Germany,GER,2020,Summer,Tokyo,Marathon Swimming,Women's 10km,
Bowen Becker,M,24,United States of America,USA,2020,Summer,Tokyo,Swimming,Men's 4 x 100m Freestyle Relay,Gold
Charlotte Becker,F,38,Germany,GER,2020,Summer,Tokyo,Cycling Track,Women's Team Pursuit,
Sophie Becker,F,24,Ireland,IRL,2020,Summer,Tokyo,Athletics,4 x 400m Relay Mixed,
Janine Beckie,F,26,Canada,CAN,2020,Summer,Tokyo,Football,Women,Gold
Emilie Beckmann,F,24,Denmark,DEN,2020,Summer,Tokyo,Swimming,Women's 100m Butterfly,
Emilie Beckmann,F,24,Denmark,DEN,2020,Summer,Tokyo,Swimming,Women's 4 x 100m Medley Relay,
Alex Beddoes,M,26,Cook Islands,COK,2020,Summer,Tokyo,Athletics,Men's 800m,
Agatha Bednarczuk,F,38,Brazil,BRA,2020,Summer,Tokyo,Beach Volleyball,Women,
Kenneth Bednarek,M,22,United States of America,USA,2020,Summer,Tokyo,Athletics,Men's 200m,Silver
Djilali Bedrani,M,27,France,FRA,2020,Summer,Tokyo,Athletics,Men's 3000m Steeplechase,
Ellie Beer,F,18,Australia,AUS,2020,Summer,Tokyo,Athletics,Women's 4 x 400m Relay,
Jolyn Beer,F,27,Germany,GER,2020,Summer,Tokyo,Shooting,10m Air Rifle Women,
Jolyn Beer,F,27,Germany,GER,2020,Summer,Tokyo,Shooting,50m Rifle 3 Positions Women,
Lineth Beerensteyn,F,24,Netherlands,NED,2020,Summer,Tokyo,Football,Women,
Meghan Beesley,F,31,Great Britain,GBR,2020,Summer,Tokyo,Athletics,Women's 400m Hurdles,
Milad Harchegani Beigi,M,30,Azerbaijan,AZE,2020,Summer,Tokyo,Taekwondo,Men -80kg,
Sergiu Bejan,M,24,Romania,ROU,2020,Summer,Tokyo,Rowing,Men's Eight,
Viviana Bejinariu,F,27,Romania,ROU,2020,Summer,Tokyo,Rowing,Women's Eight,
Alexis Beka Beka,M,20,France,FRA,2020,Summer,Tokyo,Football,Men,
Lasha Bekauri,M,21,Georgia,GEO,2020,Summer,Tokyo,Judo,Men -90 kg,Gold
Kornel Beke,M,22,Hungary,HUN,2020,Summer,Tokyo,Canoe Sprint,Men's Kayak Double 1000m,
Kornel Beke,M,22,Hungary,HUN,2020,Summer,Tokyo,Canoe Sprint,Men's Kayak Four 500m,
Alemu Bekele,M,31,Bahrain,BRN,2020,Summer,Tokyo,Athletics,Men's Marathon,
Eszter Bekesi,F,19,Hungary,HUN,2020,Summer,Tokyo,Swimming,Women's 200m Breaststroke,
Joelle Bekhazi,F,34,Canada,CAN,2020,Summer,Tokyo,Water Polo,Women,
Maryna Bekh-Romanchuk,F,26,Ukraine,UKR,2020,Summer,Tokyo,Athletics,Women's Long Jump,
Annemiek Bekkering,F,30,Netherlands,NED,2020,Summer,Tokyo,Sailing,Women's Skiff - 49er FX,Bronze
Ross Bekkering,M,33,Netherlands,NED,2020,Summer,Tokyo,3x3 Basketball,Men,
Meryem Bekmez,F,21,Turkey,TUR,2020,Summer,Tokyo,Athletics,Women's 20km Race Walk,
Oumayma Ahbib Bel,F,24,Morocco,MAR,2020,Summer,Tokyo,Boxing,Women's Welter (64-69kg),
Valentin Belaud,M,28,France,FRA,2020,Summer,Tokyo,Modern Pentathlon,Men's Individual,
Mathew Belcher,M,38,Australia,AUS,2020,Summer,Tokyo,Sailing,Men's Two Person Dinghy - 470,Gold
Gianina Beleaga,F,26,Romania,ROU,2020,Summer,Tokyo,Rowing,Lightweight Women's Double Sculls,
Margaret Belemu,F,24,Zambia,ZAM,2020,Summer,Tokyo,Football,Women,
Zhan Beleniuk,M,30,Ukraine,UKR,2020,Summer,Tokyo,Wrestling,Men's Greco-Roman 87kg,Gold
Yehualeye Beletew,F,23,Ethiopia,ETH,2020,Summer,Tokyo,Athletics,Women's 20km Race Walk,
Alla Belinska,F,25,Ukraine,UKR,2020,Summer,Tokyo,Wrestling,Women's Freestyle 76kg,
Julia Beljajeva,F,29,Estonia,EST,2020,Summer,Tokyo,Fencing,Women's Épée Individual,
Julia Beljajeva,F,29,Estonia,EST,2020,Summer,Tokyo,Fencing,Women's Épée Team,Gold
Alexandra Bell,F,28,Great Britain,GBR,2020,Summer,Tokyo,Athletics,Women's 800m,
Daniel Bell,M,26,South Africa,RSA,2020,Summer,Tokyo,Hockey,Men,
Joe Bell,M,22,New Zealand,NZL,2020,Summer,Tokyo,Football,Men,
Alice Bellandi,F,22,Italy,ITA,2020,Summer,Tokyo,Judo,Women -70 kg,
Alice Bellandi,F,22,Italy,ITA,2020,Summer,Tokyo,Judo,Mixed Team,
Tia-Adana Belle,F,25,Barbados,BAR,2020,Summer,Tokyo,Athletics,Women's 400m Hurdles,
Katrina Bellio,F,17,Canada,CAN,2020,Summer,Tokyo,Swimming,Women's 1500m Freestyle,
Emmanuel Ayomide Bello,F,19,Nigeria,NGR,2020,Summer,Tokyo,Canoe Sprint,Women's Canoe Single 200m,
Elena Bello,F,24,Italy,ITA,2020,Summer,Tokyo,Athletics,Women's 800m,
Mireia Belmonte,F,30,Spain,ESP,2020,Summer,Tokyo,Swimming,Women's 800m Freestyle,
Mireia Belmonte,F,30,Spain,ESP,2020,Summer,Tokyo,Swimming,Women's 1500m Freestyle,
Mireia Belmonte,F,30,Spain,ESP,2020,Summer,Tokyo,Swimming,Women's 400m Individual Medley,
Mireia Belmonte,F,30,Spain,ESP,2020,Summer,Tokyo,Swimming,Women's 4 x 100m Medley Relay,
Tomas Belmonte,M,23,Argentina,ARG,2020,Summer,Tokyo,Football,Men,
Francisco Belo,M,30,Portugal,POR,2020,Summer,Tokyo,Athletics,Men's Shot Put,
Wilhem Belocian,M,26,France,FRA,2020,Summer,Tokyo,Athletics,Men's 110m Hurdles,
Yana Belomoina,F,28,Ukraine,UKR,2020,Summer,Tokyo,Cycling Mountain Bike,Women's Cross-country,
Fernando Beltran,M,23,Mexico,MEX,2020,Summer,Tokyo,Football,Men,Bronze
Albert Mir Beltran,M,27,Spain,ESP,2020,Summer,Tokyo,Hockey,Men,
Joshua Beltz,M,26,Australia,AUS,2020,Summer,Tokyo,Hockey,Men,Silver
David Belyavskiy,M,29,ROC,ROC,2020,Summer,Tokyo,Artistic Gymnastics,Men's All-Around,
David Belyavskiy,M,29,ROC,ROC,2020,Summer,Tokyo,Artistic Gymnastics,Men's Floor Exercise,
David Belyavskiy,M,29,ROC,ROC,2020,Summer,Tokyo,Artistic Gymnastics,Men's Pommel Horse,
David Belyavskiy,M,29,ROC,ROC,2020,Summer,Tokyo,Artistic Gymnastics,Men's Rings,
David Belyavskiy,M,29,ROC,ROC,2020,Summer,Tokyo,Artistic Gymnastics,Men's Vault,
David Belyavskiy,M,29,ROC,ROC,2020,Summer,Tokyo,Artistic Gymnastics,Men's Parallel Bars,
David Belyavskiy,M,29,ROC,ROC,2020,Summer,Tokyo,Artistic Gymnastics,Men's Horizontal Bar,
David Belyavskiy,M,29,ROC,ROC,2020,Summer,Tokyo,Artistic Gymnastics,Men's Team,Gold
Adrian Ben,M,23,Spain,ESP,2020,Summer,Tokyo,Athletics,Men's 800m,
Nadia Azizi Ben,F,19,Tunisia,TUN,2020,Summer,Tokyo,Fencing,Women's Sabre Individual,
Nadia Azizi Ben,F,19,Tunisia,TUN,2020,Summer,Tokyo,Fencing,Women's Sabre Team,
Amira Chaabane Ben,F,31,Tunisia,TUN,2020,Summer,Tokyo,Fencing,Women's Sabre Individual,
